rowid,pl_letter,pl_pnum,pl_orbper,pl_bmassj,pl_radj,pl_ttvflag,ra,dec,st_optmag,st_teff,st_mass,st_rad
310,b,2,349.7,1.25,,FALSE,1.579898,-49.075191,5.7,6245,1.23,1.47
311,c,2,6005,5.3,,FALSE,1.579898,-49.075191,5.7,6245,1.23,1.47
312,b,1,1928,5.1,,FALSE,242.562592,-84.231613,7.7,5499,0.99,
313,b,1,1299,1.9,,FALSE,238.234497,15.430708,7.63,4878,1.69,5.2
314,b,1,386.3,1.62,,FALSE,239.419968,-60.200256,7.327,6045,1.03,
315,b,1,2.1974,1.21,,FALSE,238.402328,68.720116,6.75,6380,1.51,
316,b,1,1057,3.12,,FALSE,240.459778,-44.434536,9.225,,0.95,
317,b,1,103.95,5.76,,FALSE,242.901855,-27.078173,8.095,6046,1.12,1.14
318,b,1,176.3,2.9,,FALSE,242.516312,26.74275,6.566,4757,1.9,9.9
319,b,1,2730,2.28,,FALSE,243.29114,13.239476,8.5,,1.75,5.38
320,b,2,5.77152,0.02026,,FALSE,4.674448,-8.053001,6.47,5765,1.02,
321,c,2,13.5052,0.01759,,FALSE,4.674448,-8.053001,6.47,5765,1.02,
322,b,2,44.236,2.12,,FALSE,245.75061,-61.688763,8.3,5441,0.93,
323,c,2,1008,6.56,,FALSE,245.75061,-61.688763,8.3,5441,0.93,
324,b,1,528.4,1.21,,FALSE,246.005371,-39.192982,5.39,5883,1.11,
325,b,1,1027,0.85,,FALSE,247.072006,-46.317623,7.689,6308,1.22,1.21
326,b,1,331.5,0.96,,FALSE,247.117294,-13.39964,6.895,,,
327,b,1,2.8758911,0.368,0.813,FALSE,247.623413,38.347309,8.15,6160,1.34,1.54
328,b,1,4.088,1.36,,FALSE,248.212708,2.084832,7.893,5730,1.1,
329,b,1,431.8,3.1,,FALSE,4.82111,14.054755,8.52,5049,1.61,4.5
330,b,1,5894,2.71,,FALSE,247.823273,79.789772,7.02,5961,1.17,0.96
331,b,1,2097,3,,FALSE,253.373901,-46.332958,9.156,,,
332,b,1,689,1.5,,FALSE,253.431595,11.973746,8.54,5155,0.93,4.8
333,b,1,499.4,2.73,,FALSE,256.128632,-43.309769,7.39,6076,1.12,1.34
334,b,1,3342,0.947,,FALSE,255.651688,47.081882,6.76,,,
335,b,1,163.9,5.02,,FALSE,257.520477,-56.449268,8.204,,,
336,b,2,408.6,2.24,,FALSE,257.815521,-56.680798,7.238,5605,1.72,1.76
337,c,2,3452,2.58,,FALSE,257.815521,-56.680798,7.238,5605,1.72,1.76
338,b,1,818.8,2.6,,FALSE,257.768188,-20.65457,6.81,4960,1.69,5.03
339,b,2,194.3,0.85,,FALSE,257.394226,33.355854,7.27,,,
340,c,2,391.9,0.82,,FALSE,257.394226,33.355854,7.27,,,
341,b,1,131.05,9.71,,FALSE,258.09668,63.352093,8.1,5453,0.93,
342,b,1,842.2,0.74,,FALSE,259.964172,-48.54932,6.673,5900,1.25,2.16
343,b,1,4.6455,0.013,,FALSE,259.418701,29.227226,8.42,,,
344,b,1,359.5546,10.57,,FALSE,260.142944,-19.333746,6.506,5969,1.35,2.12
345,b,1,521,1.8,,FALSE,261.439301,27.303341,7.64,4897,1.65,4.8
346,b,2,12.62,1.13,,FALSE,263.339783,5.700733,8.646,6123,1.12,1.12
347,c,2,248.4,1.9,,FALSE,263.339783,5.700733,8.646,6123,1.12,1.12
348,b,2,1178.4,2.1,,FALSE,264.748016,-43.145515,7.242,5558,1.09,
349,c,2,352.3,0.73,,FALSE,264.748016,-43.145515,7.242,5558,1.09,
350,b,2,577.9,0.96,,FALSE,5.13133,30.974804,7.52,4757,1.31,3.8
351,c,2,2111,3.48,,FALSE,5.13133,30.974804,7.52,4757,1.31,3.8
352,b,4,643.25,1.08,,FALSE,266.036255,-51.834053,5.15,5807,1.08,
353,c,4,4205.8,1.814,,FALSE,266.036255,-51.834053,5.15,5807,1.08,
354,d,4,9.6386,0.03321,,FALSE,266.036255,-51.834053,5.15,5807,1.08,
355,e,4,310.55,0.5219,,FALSE,266.036255,-51.834053,5.15,5807,1.08,
356,b,1,75.523,0.26,,FALSE,38.833035,-3.560602,6.83,5794,1.12,
357,b,1,995.4,4.77,,FALSE,39.257961,42.062634,7.282,6022,1.34,
358,b,1,8.428198,14.4,,FALSE,267.659821,-40.318348,9.1,4830,0.75,
359,b,2,75.29,0.77,,FALSE,268.418732,56.391956,7.979,5543,1.09,1.63
360,c,2,1314,2.29,,FALSE,268.418732,56.391956,7.979,5543,1.09,1.63
361,b,1,17.24,0.0696,,FALSE,39.244198,-34.577976,5.78,,1.2,
362,b,1,282.4,0.48,,FALSE,270.380127,0.104556,8.103,5922,1.13,1.06
363,b,1,40,0.05078,,FALSE,270.162048,29.571922,7.1,5790,0.99,
364,b,1,606.4,2.7,,FALSE,270.7789,-28.560644,9.827,,,
365,b,1,1155,0.36,,FALSE,270.628601,26.313002,7.01,5385,0.94,
366,b,1,270,6.43,,FALSE,5.218085,-19.931225,8.17,6317,1.5,1.93
367,b,1,5144,3.53,,FALSE,273.498657,-42.575375,9.344,5127,0.81,
368,b,1,420.77,1.7,,FALSE,272.631836,54.286552,5.94,4943,1.5,4.5
369,b,2,58.11247,7.659,,FALSE,275.016388,-9.595722,6.917,5491,0.99,1.51
370,c,2,1749.83,17.193,,FALSE,275.016388,-9.595722,6.917,5491,0.99,1.51
371,b,1,6.404,0.248,,FALSE,275.457428,-11.922684,7.946,5564,0.93,
372,b,1,533,6.1,,FALSE,5.305497,-8.281169,9.17,4393,1.09,16.7
373,b,2,225.62,2.88,,FALSE,276.956177,-29.816866,5.902,6299,1.4,
374,c,2,2102,4.04,,FALSE,276.956177,-29.816866,5.902,6299,1.4,
375,b,1,1145,0.67,,FALSE,277.295746,11.695502,8.21,5810,1.14,1.22
376,b,1,359.9,4.6,,FALSE,41.592117,49.653076,,4650,2.3,
377,b,1,550,1.98,,FALSE,278.064527,6.945743,8.31,5663,0.99,1.95
378,b,1,1523,2.6,,FALSE,278.681976,-28.072313,8.66,5467,0.94,
379,b,1,21.21663,3.22,1.02,FALSE,42.435364,71.753235,8.172,6100,1.24,1.44
380,b,1,323.6,2.7,,FALSE,280.900452,36.556606,6.057,4683,2,13.5
381,b,1,1290,7.8,,FALSE,285.003479,-69.944244,8,,,
382,b,1,297.3,0.61,,FALSE,283.920349,4.265325,8.03,5060,1.65,3.8
383,b,1,29.01,0.02825,,FALSE,285.272858,-66.19268,8.61,5392,0.71,0.7
384,b,2,406.6,1.49,,FALSE,286.336548,25.92066,7.177,4949,1.47,2.62
385,c,2,110.9,0.15,,FALSE,286.336548,25.92066,7.177,4949,1.47,2.62
386,b,1,71.484,7.03,,FALSE,287.262939,34.59985,7.792,5668,1.01,
387,b,1,14.476,0.0866,,FALSE,287.790955,-2.638385,7.95,5684,1.15,1.6
388,b,1,3.092514,0.916,,FALSE,288.888458,-24.179352,6.25,6168,1.21,
389,b,1,396.03,22,,FALSE,288.709198,31.86035,6.608,4917,2.6,9.2
390,b,1,479,1.6,,FALSE,289.823792,-23.558155,7.778,5030,1.52,4.1
391,b,1,562.1,2.9,,FALSE,290.267639,-23.619572,7.55,5040,1.89,5.12
392,b,3,9.3743,0.024,,FALSE,291.289856,-66.468796,8.4,4962,0.78,
393,c,3,962,0.64,,FALSE,291.289856,-66.468796,8.4,4962,0.78,
394,d,3,2172,0.54,,FALSE,291.289856,-66.468796,8.4,4962,0.78,
395,b,1,956,0.37,,FALSE,290.720764,-32.919056,7.849,5781,0.92,1.39
396,b,2,626.5,3.67,,FALSE,292.102386,8.358054,7.861,5936,1.17,
397,c,2,3070,3.57,,FALSE,292.102386,8.358054,7.861,5936,1.17,
398,b,1,6.838,0.94,,FALSE,294.29892,28.499865,,5980,1.28,1.88
399,b,1,986,0.75,,FALSE,297.391541,-37.780552,7.214,6075,1.22,
400,b,2,3.0965828,0.523,,FALSE,296.742126,34.419525,7.832,5830,1,
401,c,2,3810,1.99,,FALSE,296.742126,34.419525,7.832,5830,1,
402,b,1,772,2.7,,FALSE,45.044407,-20.802603,7.97,5048,1.6,4.9
403,b,1,461.2,1.5,,FALSE,298.018921,28.100376,8.234,5746,1.09,
404,b,1,2.2185752,,,FALSE,300.182129,22.710854,7.67,4875,0.85,0.81
405,b,2,2915,1.56,,FALSE,300.905853,29.896805,5.73,5590,0.96,1.13
406,c,2,17.111,0.06,,FALSE,300.905853,29.896805,5.73,5590,0.96,1.13
407,b,1,1038.1,1.9,,FALSE,301.83197,-35.538631,7.775,5628,1.1,
408,b,1,4885,3.1,,FALSE,302.877991,-64.620468,8.76,5988,0.91,1.53
409,b,1,1606.3,8.52,,FALSE,302.36795,52.276329,8.084,6010,1.14,
410,b,1,24.3587,0.733,,FALSE,303.499359,-0.866877,7.79,4996,0.81,0.73
411,b,2,74.72,0.0532,,FALSE,303.822449,-27.032976,5.73,5166,0.8,
412,c,2,525.8,0.076,,FALSE,303.822449,-27.032976,5.73,5166,0.8,
413,b,1,345.53,2.4,,FALSE,304.025024,4.580795,6.44,5220,1.68,3.9
414,b,1,18.20132,3.69,,FALSE,307.077637,18.769497,6.87,5788,1.07,
415,b,1,1378,2.9,,FALSE,309.465454,-60.634483,7.5,5892,1.15,
416,b,1,3638,6.9,,FALSE,310.433716,-75.3508,6.03,6017,1.29,1.73
417,b,1,1333,2.58,,FALSE,309.966156,11.249649,6.398,6254,1.28,1.31
418,b,1,1035.7,0.79,,FALSE,309.887329,42.24855,6.813,,,
419,b,1,466.2,1.37,,FALSE,48.193485,-1.196101,5.06,6190,1.37,
420,b,2,613.8,1.85,,FALSE,316.666016,3.803119,6.487,5164,1.44,4.3
421,c,2,825,0.895,,FALSE,316.666016,3.803119,6.487,5164,1.44,4.3
422,b,2,255.87,17.4,,FALSE,318.740692,-20.789209,8.08,5765,1.15,
423,c,2,1383.4,2.44,,FALSE,318.740692,-20.789209,8.08,5765,1.15,
424,b,1,,24.09,,FALSE,319.742584,26.230545,8.425,,,
425,b,1,1120,6.11,,FALSE,6.084491,-56.650047,9,5941,1.17,
426,b,2,2024.1,4.28,,FALSE,322.050873,-21.726255,7.99,5776,1.02,
427,c,2,34.905,0.0553,,FALSE,322.050873,-21.726255,7.99,5776,1.02,
428,b,1,1733,0.266,,FALSE,323.097961,-20.957422,8.45,5056,0.74,0.72
429,b,1,279.8,1.37,,FALSE,324.535034,-31.737484,8.56,6176,1.22,1.33
430,b,1,610,2.2,,FALSE,325.85376,-7.408253,8.346,4874,1.56,6.1
431,b,1,597.065,1.43,,FALSE,50.014908,-28.854071,7.4,5798,1.02,1.09
432,b,2,161.97,0.56,,FALSE,328.151184,-26.02656,8.786,5710,0.94,0.9
433,c,2,1155.7,0.73,,FALSE,328.151184,-26.02656,8.786,5710,0.94,0.9
434,b,3,18.315,0.0085,,FALSE,49.981876,-43.069782,4.27,5401,0.7,
435,c,3,40.114,0.0076,,FALSE,49.981876,-43.069782,4.27,5401,0.7,
436,d,3,90.309,0.015,,FALSE,49.981876,-43.069782,4.27,5401,0.7,
437,b,1,130.08,0.52,,FALSE,329.332703,-37.763622,7.471,6067,1.13,
438,b,1,875.5,9.9,,FALSE,329.099945,21.239859,6.4,4035,1.6,51.1
439,b,1,380.85,1.99,,FALSE,50.177895,-33.730103,9.92,4795,0.78,0.79
440,b,1,3.52474859,,1.32,FALSE,330.794891,18.884319,,,1.1,1.12
441,b,1,442.19,1.29,,FALSE,332.374451,-7.548654,6.53,5555,1.01,
442,b,1,354.8,1.9,,FALSE,332.963867,16.04055,,4967,1.68,5.1
443,b,1,2.245715,0.45,,FALSE,336.878845,-77.717926,7.764,6256,1.27,
444,b,1,373.3,2.3,,FALSE,336.762787,-17.263659,7.595,5121,1.15,5
445,b,1,951,4.5,,FALSE,337.751526,-49.43327,6.814,,,
446,b,1,1877,19.2,,FALSE,340.082794,31.787594,8.068,6215,1.22,
447,b,2,3.93404,0.02,,FALSE,341.653137,-56.599533,8.96,5113,0.87,
448,c,2,567.94,0.33,,FALSE,341.653137,-56.599533,8.96,5113,0.87,
449,b,1,1311,1.26,,FALSE,343.408051,-48.598286,6.03,5999,1.3,
450,b,1,1256,1.82,,FALSE,343.66452,-70.073708,6.05,,1.15,
451,b,1,148.6,1.47,,FALSE,343.266598,44.477753,9.23,4639,1.36,12.5
452,b,1,118.45,0.65,,FALSE,343.973785,-26.658764,8.094,,0.9,
453,b,2,7.126816,1.39,,FALSE,344.564758,-2.395385,6.16,5646,1.02,
454,c,2,4270,2.6,,FALSE,344.564758,-2.395385,6.16,5646,1.02,
455,b,1,1319,13,,FALSE,345.78418,-0.429622,7.8,5966,1.02,1.27
456,b,1,225.7,0.21,,FALSE,347.294708,-2.260742,8.63,4820,0.85,0.86
457,b,1,5501,10.39,,FALSE,348.527435,-62.700005,6.12,5362,1.05,1.91
458,b,6,3.0931,0.012,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
459,c,6,6.7635,0.011,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
460,d,6,46.71,0.067,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
461,f,6,22.805,0.028,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
462,g,6,94.2,0.034,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
463,h,6,2247,0.34,,FALSE,348.32074,57.168354,5.57,4913,0.79,0.77
464,b,1,2093.3,1,,FALSE,348.724278,56.730328,8.94,4820,1,2.9
465,b,2,3.834887,0.06607,,FALSE,349.694733,18.64572,8.008,5891,1.23,1.69
466,c,2,4791,15.1,,FALSE,349.694733,18.64572,8.008,5891,1.23,1.69
467,b,1,672.1,11.1,,FALSE,350.059906,61.970127,6.4,3935,1.2,49.7
468,b,1,2209,1.06,,FALSE,351.470795,-20.61603,7.758,5921,1.04,1.07
469,b,1,3724.7,1.45,,FALSE,351.614349,8.643845,7.096,,,
470,b,1,218.47,3.18,,FALSE,351.654114,56.886528,7.99,5960,1.13,
471,b,1,456.1,3.09,,FALSE,352.834747,-58.209732,7.807,6304,1.25,
472,b,1,1173,1.61,,FALSE,353.225189,63.155483,7.465,5620,1.19,
473,b,1,3999,1.9,,FALSE,354.501282,48.996521,7.114,5765,1.13,1.67
474,b,1,572.38,7.75,,FALSE,355.464722,-5.985757,7.68,5727,0.99,
475,b,1,26.73,0.71,,FALSE,359.974304,-22.428114,8.216,6037,1.33,1.7
476,b,1,528.07,13.65,,FALSE,55.206356,31.82629,8.766,5027,0.75,
477,b,1,730.6,2.45,,FALSE,54.929562,-52.915836,7.12,5927,1.01,
478,b,1,1214,1.5,,FALSE,54.848495,-60.077843,8.55,,1.13,
479,b,1,141.6,1.08,,FALSE,293.017334,16.474291,8.97,6208,1.14,1.35
480,b,1,192,6.575,,FALSE,137.45338,53.56823,10.406,4791,1.5,10.9
481,b,1,1561,7.71,,FALSE,57.001556,40.530636,7.244,5904,1.16,
482,b,1,501.75,5.21,,FALSE,347.621792,57.029456,8.33,4297,0.82,
483,b,1,745.7,5.3,,FALSE,348.925934,58.04324,8.19,4361,1.69,32
484,b,1,3668,4.01,,FALSE,57.595699,17.476366,7.493,5853,1.18,
485,b,1,535.6,9.4,,FALSE,59.151241,74.080032,6.75,4052.5,1,38
486,b,1,1845,0.95,,FALSE,58.956001,-65.186676,7.79,6160,1.09,1.18
487,b,1,3.4442,0.48,,FALSE,7.499466,-5.764002,9.375,5192,0.93,
488,b,1,428.1,1.56,,FALSE,64.120956,-59.302155,4.44,4846,1.23,
489,b,1,2208,1.45,,FALSE,64.939461,-41.960266,8.243,5737,0.94,1
490,b,1,17.9904,0.645,,FALSE,65.19603,-59.410835,9.349,4875,0.8,
491,b,1,385.9,5.59,,FALSE,66.609673,-10.550821,7.81,5546,0.98,
492,b,1,1116,1.16,,FALSE,66.211273,-50.622192,7.684,5664,1.06,1.48
493,b,1,6.0881,0.917,,FALSE,61.755104,15.335032,10.267,4503,0.73,0.66
494,b,1,8.7836,0.026,,FALSE,70.732407,18.958172,9.97,3679,0.45,0.45
495,b,1,387.1,1.7,,FALSE,67.856056,4.575287,8.54,5076,1.74,6.2
496,b,1,2443,2.54,,FALSE,80.839851,-2.277619,8.99,5552,0.9,1
497,b,1,311.6,1.6,,FALSE,8.293311,54.894985,5.922,4844,2.54,12.02
498,b,1,2770,10.45,,FALSE,70.476555,-58.020756,8.374,5588,1.01,
499,b,1,1159.2,1.373,,FALSE,72.151604,-5.674045,5.78,5994,1.23,1.53
500,b,1,1684,0.47,,FALSE,72.11869,-28.419298,9.11,5400,0.92,0.91
501,b,1,912,1.8,,FALSE,72.574425,-24.368839,8.07,4982,1.35,4.2
502,b,1,466,0.5,,FALSE,73.681892,12.352201,7.133,5960,1.23,1.71
503,b,1,157.54,3.04,,FALSE,77.403,69.639404,6.421,4580,1.13,10.22
504,b,1,2372,0.7,,FALSE,76.982353,26.327963,7.6,5727,0.94,
505,b,1,3.38773,0.62,,FALSE,237.407043,-49.963524,9.334,5017,0.7,
506,b,1,326.6,1.3,,FALSE,76.898087,-13.98648,8.13,5052,1.48,4.2
507,b,1,18.179,0.33,,FALSE,77.004219,-26.797472,8.051,5995,1.24,1.2
508,b,1,388,9.1,,FALSE,80.639717,79.231148,5.08,6250,1.25,
509,b,2,551.4,1.96,,FALSE,78.150421,-14.951111,7.286,4861,1.78,5.29
510,c,2,916,1.75,,FALSE,78.150421,-14.951111,7.286,4861,1.78,5.29
511,b,1,1049,0.79,,FALSE,79.420746,7.353343,7.328,5836,1.07,1.38
512,b,1,82.467,3.76,,FALSE,82.888962,64.318779,7.74,6060,1.15,
513,b,1,62.218,0.229,,FALSE,9.840858,21.250473,5.86,5221,0.88,
514,b,3,154.46,0.61,,FALSE,84.260361,20.730787,,,,
515,c,3,843.6,0.6,,FALSE,84.260361,20.730787,,,,
516,d,3,2295,0.66,,FALSE,84.260361,20.730787,,,,
517,b,2,55.01307,2.802,,FALSE,85.00721,6.060579,8.661,5448,1,0.9
518,c,2,2720,3.366,,FALSE,85.00721,6.060579,8.661,5448,1,0.9
519,b,1,363.2,0.34,,FALSE,84.258408,-73.699341,6.696,5998,1.08,
520,b,2,14.3098,0.839,,FALSE,86.64547,1.168193,5.95,5697,1.48,
521,c,2,2140.2,13.38,,FALSE,86.64547,1.168193,5.95,5697,1.48,
522,b,1,696.3,10.7,,FALSE,86.996567,-8.3277,8.269,5222,1.36,2.53
523,b,1,2151,10.27,,FALSE,84.291214,-80.469124,5.65,5950,1.1,
524,b,5,4.3123,0.0126,,FALSE,88.51767,-60.023472,7.17,4956,0.77,
525,c,5,9.6184,0.0208,,FALSE,88.51767,-60.023472,7.17,4956,0.77,
526,d,5,20.432,0.0299,,FALSE,88.51767,-60.023472,7.17,4956,0.77,
527,f,5,51.76,0.0164,,FALSE,88.51767,-60.023472,7.17,4956,0.77,
528,g,5,197.8,0.0223,,FALSE,88.51767,-60.023472,7.17,4956,0.77,
529,b,1,264.15,4.01,,FALSE,91.124763,44.260445,6.735,6089,1.15,
530,b,1,963,2.54,,FALSE,89.956871,-48.239693,8.65,5010,0.7,
531,b,1,1.3283,18.37,,FALSE,89.956886,-48.239841,,,0.4,
532,b,1,526.62,1.56,,FALSE,10.802486,-37.982632,7.881,5688,0.99,
533,b,2,437.05,1.82,,FALSE,11.171676,20.448927,8.687,5702,1.13,
534,c,2,6700,2.17,,FALSE,11.171676,20.448927,8.687,5702,1.13,
535,b,1,828,0.804,,FALSE,11.111043,-26.51568,7.78,5600,0.87,
536,b,1,15.56,0.0442,,FALSE,11.163615,-65.649521,6.56,5685,0.83,
537,b,1,356,2.3,,FALSE,11.41816,7.845021,7.822,5035,1.72,4.9
538,b,1,327.8,0.6,,FALSE,93.39859,-29.89727,8.98,5508,0.96,1
539,b,1,36.96,2.49,,FALSE,94.894485,41.092304,8.03,6200,1.38,
540,b,1,472.3,0.58,,FALSE,95.059677,-10.725009,7.69,5752,1,1.32
541,b,1,963.6,1.79,,FALSE,97.19046,38.962963,7.885,5616,1.02,
542,b,2,226.93,0.1872,,FALSE,96.410316,-31.480953,8.062,,,
543,c,2,342.85,0.6579,,FALSE,96.410316,-31.480953,8.062,,,
544,b,1,43.6,0.47,,FALSE,97.304962,10.933891,8.127,5312,0.83,
545,b,1,3.023573,0.226,,FALSE,98.302597,5.462925,7.912,5285,0.92,
546,b,2,4.0845,0.07167,,FALSE,99.036613,-27.622297,7.626,5675,0.99,
547,c,2,1353.6,0.35061,,FALSE,99.036613,-27.622297,7.626,5675,0.99,
548,b,2,360.2,2.37,,FALSE,12.308117,-24.136671,5.89,4959,1.74,5.4
549,c,2,2732,2.37,,FALSE,12.308117,-24.136671,5.89,4959,1.74,5.4
550,b,1,712.13,7.32,,FALSE,99.44841,-32.339733,5.25,4424,0.91,22.39
551,b,1,762,1.2,,FALSE,100.007195,-48.541954,8.05,5789,1.22,1.82
552,b,1,4.94737,0.105,,FALSE,102.877151,40.867756,8.1,5662,1.06,
553,b,1,2482.7,1.71,,FALSE,103.008438,-33.915562,7.195,,1.24,
554,b,1,1293,4.954,,FALSE,103.678436,24.245558,6.84,5987,1.04,1.02
555,b,1,119.6,1.05,,FALSE,105.07515,-5.367162,6.3,6060,1.18,1.1
556,b,2,641,1.76,,FALSE,13.755836,0.789553,8.05,4958,1.51,3.85
557,c,2,886,1.15,,FALSE,13.755836,0.789553,8.05,4958,1.51,3.85
558,b,1,139.35,5.78,,FALSE,14.486255,34.985561,7.6,4830,1.01,9.09
559,b,1,792.6,1.4,,FALSE,14.559246,33.950886,5.98,4854,1.55,5.5
560,b,1,492.3,0.33,,FALSE,2.470091,-50.267822,8.29,5902,0.96,1.01
561,b,1,177.11,7.6,,FALSE,15.1383,20.292484,8.25,4907,1.91,8.7
562,b,1,299.36,6.92,,FALSE,112.951653,17.086046,5.442,4658,1.9,13.2
563,b,2,201.3,1.03,,FALSE,113.513252,-22.296066,4.45,6095,1.44,
564,c,2,604,2.46,,FALSE,113.513252,-22.296066,4.45,6095,1.44,
565,b,1,589.64,2.3,,FALSE,116.328957,28.026199,1.14,4946,2.1,8.31
566,b,1,2.818049,0.398,1.098,FALSE,114.841049,-78.278969,9.37,4840,0.84,1.05
567,b,1,358,0.64,,FALSE,116.957161,-54.264145,8.104,,,
568,b,1,22.017,0.44,,FALSE,16.167295,-39.488216,7.71,5690,0.89,1.14
569,b,2,572.4,1.26,,FALSE,118.422173,-63.647324,7.964,5666,0.92,
570,c,2,152.6,0.17,,FALSE,118.422173,-63.647324,7.964,5666,0.92,
571,b,1,480.5,6,,FALSE,120.566406,2.334571,4.38,4323,1.1,21.4
572,b,1,1973,2.82,,FALSE,120.869438,-1.162709,8.258,5752,1.1,
573,b,2,352.2,3.06,,FALSE,121.915649,31.551319,8.05,6330,1.36,1.55
574,c,2,2374,4.85,,FALSE,121.915649,31.551319,8.05,6330,1.36,1.55
575,b,1,2496,1.56,,FALSE,16.952761,-8.233706,8.45,5746,0.96,1.02
576,b,1,6.27711,1.86,,FALSE,124.592384,61.460724,8.2,5960,1.18,
577,b,3,8.667,0.0321,,FALSE,124.599777,-12.632174,6,5385,0.86,
578,c,3,31.56,0.0371,,FALSE,124.599777,-12.632174,6,5385,0.86,
579,d,3,197,0.057,,FALSE,124.599777,-12.632174,6,5385,0.86,
580,b,1,851.8,6.1,,FALSE,125.708135,1.859323,11.424,5737,1,
581,b,1,2068,1.97,,FALSE,125.367233,-39.70541,7.18,5706,1.05,
582,b,1,615,0.29,,FALSE,17.696762,-66.188164,8.027,5386,0.89,0.96
583,b,1,3658,3.15,,FALSE,128.51329,-1.568217,7.46,5926,1.06,1.36
584,b,1,2.54858,1.87,,FALSE,129.095901,-30.037626,8.08,5570,1.05,0.89
585,b,1,1260,3.06,,FALSE,129.074066,-34.45998,8.9,5317,0.89,1.04
586,b,2,188.9,2.25,,FALSE,129.31868,-41.319103,8.971,,1.01,
587,c,2,379.1,2.25,,FALSE,129.31868,-41.319103,8.971,,1.01,
588,b,1,1770,1.103,,FALSE,129.815842,12.960376,8.23,5041,1.23,2.39
589,b,2,51.645,1.8,,FALSE,130.604675,4.578097,7.614,6068,1.24,
590,c,2,2473,8.06,,FALSE,130.604675,4.578097,7.614,6068,1.24,
591,b,1,1275,1.11,,FALSE,18.622173,-5.047387,7.483,6024,1.05,1.01
592,b,1,3.509267,0.467,,FALSE,131.918289,-41.736794,6.35,6095,1.21,
593,b,1,341.7,1.15,,FALSE,133.099747,13.233433,7.84,4917,1.41,3.3
594,b,1,418.2,2.51,,FALSE,133.461685,33.056812,8.03,6021,1.28,1.6
595,b,1,3.971,0.197,,FALSE,133.481308,-66.800995,8.155,,1,
596,b,1,5.7361,0.05,,FALSE,135.302063,-25.527061,8.591,5370,0.93,0.88
597,b,3,5.39792,0.02731,,FALSE,20.496313,76.710281,7.185,5075,0.83,0.78
598,c,3,15.299,0.02473,,FALSE,20.496313,76.710281,7.185,5075,0.83,0.78
599,d,3,24.451,0.02026,,FALSE,20.496313,76.710281,7.185,5075,0.83,0.78
600,b,1,1966.1,1.34,,FALSE,138.789169,23.375549,8.02,,,
601,b,1,111.4357,3.94,0.98,FALSE,140.65654,50.603722,9.001,5645,0.97,0.98
602,b,1,1001.7,6.86,,FALSE,140.946198,20.364454,7.72,5700,0.96,0.86
603,b,1,184.02,2.7,,FALSE,142.166626,45.601482,5.393,4753,2.1,13
604,b,1,705,1.3,,FALSE,143.938263,34.780743,7.78,5112,1.06,4.8
605,b,2,441.47,1.681,,FALSE,143.711395,-12.129546,6.53,6016,1.2,
606,c,2,220.078,1.959,,FALSE,143.711395,-12.129546,6.53,6016,1.2,
607,b,1,2.985698,0.398,,FALSE,144.299286,-43.272205,8.222,5454,0.9,
608,b,1,1313,0.68,,FALSE,20.905149,-41.269802,7.7,6136,1.13,1.19
609,b,1,788,0.132,,FALSE,147.510406,-49.790268,8.526,5186,0.76,
610,b,1,58.43,0.011,,FALSE,147.779388,-43.502789,7.67,4715,0.69,
611,b,1,227,1.8,,FALSE,21.302153,28.566692,7.112,6050,1.12,
612,b,1,2.1375,1.5,,FALSE,149.024658,-3.808422,8.73,,1.21,1.22
613,b,1,1695,0.92,,FALSE,149.124359,-24.09939,7.932,5903,1.06,1.02
614,b,1,1475,7,,FALSE,149.240997,-15.895122,7.407,,,
615,b,1,1634,14.2,,FALSE,21.536604,34.5797,,,,
616,b,1,2754,1.78,,FALSE,152.179749,34.24226,7.55,,,
617,b,1,3.41587,0.299,,FALSE,152.531982,18.186871,8.01,5494,1.2,1.93
618,b,1,2157,1.78,,FALSE,154.588699,12.621108,7.009,,,
619,b,1,256.78,8.44,,FALSE,155.544006,41.22953,5.72,6291,1.56,
620,b,1,49.77,0.057,,FALSE,155.980316,-29.645529,6.92,5599,0.84,
621,b,1,325,3.58,,FALSE,160.702209,-2.183756,7.3,5821,1.1,
622,b,1,143.58,0.37,,FALSE,161.087143,-33.577023,8.3,4995,0.7,
623,b,2,30.052,0.7,,FALSE,23.334101,29.265148,8.369,5793,1,1
624,c,2,192.9,1.82,,FALSE,23.334101,29.265148,8.369,5793,1,1
625,b,1,,5,,FALSE,164.262589,-68.667343,7.36,,1.6,
626,b,1,507,1.2,,FALSE,164.698898,1.729216,7.946,5002,1.58,4.9
627,b,1,482,5.01,,FALSE,164.896194,43.814465,8.15,4218,1.2,20
628,b,1,4375,4.6,,FALSE,165.867114,-22.093977,9.895,5312,0.95,
629,b,1,361.1,0.9,,FALSE,166.185226,-2.513218,8.37,5148,1.02,4.5
630,b,1,647.3,4,,FALSE,166.441452,44.301559,7.43,4152,0.91,35
631,b,1,498.9,0.68,,FALSE,166.31279,-10.291301,8.08,5770,1.31,1.86
